YEAR,MO,DY,T2M_MIN,T2M_MAX,PRECTOTCORR,RH2M
2015,6,26,10.3,19.41,1.02,88
2015,6,27,9.26,17.39,2.01,88.44
2015,6,28,9.27,17.49,2.56,88.94
2015,6,29,8.87,19.84,0.58,82.25
2015,6,30,8.22,19.22,1.08,82.38
2015,7,1,8.91,17.16,0.88,87.44
2015,7,2,9.01,18.53,2.1,91.38
2015,7,3,11.41,18.94,7.81,91.31
2015,7,4,11.4,19.2,8.26,91.5
2015,7,5,10.45,20.29,1.15,88
2015,7,6,11.24,21.51,0.19,81.69
2015,7,7,7.91,20.28,0.74,79.5
2015,7,8,9.85,17.46,1.19,89.38
2015,7,9,8.81,19.08,0.62,86.25
2015,7,10,9.55,18.55,2.09,88.88
2015,7,11,8.44,15.62,2.46,89.69
2015,7,12,7.44,16.17,1.3,87.81
2015,7,13,7.9,17.13,0.41,87.31
2015,7,14,7.18,18.58,0.15,81.56
2015,7,15,6.9,16.63,0.68,88.25
2015,7,16,7.51,16.64,0.89,88.56
2015,7,17,7.04,19.1,4.62,90.38
2015,7,18,9.43,17.94,2.22,88.38
2015,7,19,9.33,17.96,6.18,89.88
2015,7,20,9.87,17.19,4.52,88.88
2015,7,21,9.22,16.58,4.92,89.5
2015,7,22,7.29,17.2,1.24,85.25
2015,7,23,6.87,15.98,1.22,87.5
2015,7,24,6.82,16.87,3.01,89.25
2015,7,25,7.33,17.53,0.22,86.5
2015,7,26,7.89,18.7,0.03,80.38
2015,7,27,6.62,20.8,0.01,73.44
2015,7,28,8.37,20.37,0.19,73.69
2015,7,29,9.94,19.41,0.26,86.5
2015,7,30,7.98,19.55,0.75,84.5
2015,7,31,10.55,21.24,0.21,80.56
2015,8,1,8.4,20.65,0.49,73.06
2015,8,2,9.05,15.82,11.35,89.75
2015,8,3,7.3,12.45,49.45,90.44
2015,8,4,7.12,15.94,1.17,87.81
2015,8,5,6.68,16.71,1.07,86.62
2015,8,6,6.49,19.72,0.46,74.81
2015,8,7,8.08,18.57,0.96,84.81
2015,8,8,9.23,18.71,1.33,84.56
2015,8,9,8.44,19.79,0.25,83.12
2015,8,10,7.98,20.55,0.54,75.56
2015,8,11,10.02,18.82,1.7,88.25
2015,8,12,7.83,19.2,2.85,87.94
2015,8,13,8.61,20.01,2.3,88.12
2015,8,14,10.6,19.73,0.67,88.12
2015,8,15,10.58,18.54,0.93,87.06
2015,8,16,10.65,18.17,1.52,88.19
2015,8,17,9.85,18.53,0.68,86.75
2015,8,18,9.09,20.81,0.17,81.88
2015,8,19,9.15,21.51,0.03,81.94
2015,8,20,9.99,20.1,0,81.62
2015,8,21,9.01,19.6,0,83.44
2015,8,22,9.57,20.09,0,82.31
2015,8,23,8.58,21.62,0,80.31
2015,8,24,8.57,21.11,0.89,83.25
2015,8,25,10.56,19.76,1.92,84.44
2015,8,26,9.61,18.82,1.21,83.62
2015,8,27,9.63,18.05,4.07,85.75
2015,8,28,9.94,18.62,2.3,84.12
2015,8,29,9.26,19.11,2.98,86.12
2015,8,30,10.23,19.52,3.94,87
2015,8,31,9.47,17.98,2.87,86.25
2015,9,1,10.26,19.78,3.98,87.62
2015,9,2,10.32,19.8,1.91,85.69
2015,9,3,8.58,20.26,0.75,84.88
2015,9,4,9.21,21.62,0.43,82
2015,9,5,8.69,20.19,0.63,81.38
2015,9,6,10.71,19.64,1.56,85.44
2015,9,7,9.99,19.43,1.9,85.75
2015,9,8,10.41,19.38,3.08,85.38
2015,9,9,10.44,20.08,1.6,84.25
2015,9,10,10.07,21.01,0.68,83.31
2015,9,11,9.75,22.79,0.42,79.25
2015,9,12,10.16,23.85,0.52,75.31
2015,9,13,10.49,21.4,2.14,85.25
2015,9,14,8.82,18.41,0.93,84.94
2015,9,15,8.55,19.86,0.21,80.06
2015,9,16,10.26,22.34,0.25,81.94
2015,9,17,10.58,24.16,0.07,74.5
2015,9,18,11.11,24.94,0.13,74.56
2015,9,19,12.17,25.02,0.29,77.94
2015,9,20,10.87,22.5,2.01,81.69
2015,9,21,11.48,21.42,9.01,85.06
2015,9,22,10.71,20.08,4.1,84.94
2015,9,23,11.07,20.39,4.81,85.38
2015,9,24,10.08,19.39,1.66,83.69
2015,9,25,10.57,20.02,4.03,83.75
2015,9,26,10.79,20.35,3.56,84.38
2015,9,27,10.1,20.3,2.74,84.81
2015,9,28,10.15,21.2,0.65,83.19
2015,9,29,10.31,23.15,0.56,82.25
2015,9,30,10.73,21.17,0.32,82.12
2015,10,1,10.22,21.46,0.35,82.25
2015,10,2,10.53,21.72,0.5,83.94
2015,10,3,11.8,23.31,0.25,80.19
2015,10,4,9.67,22.79,1.05,77.19
2015,10,5,11.96,22.32,1.59,82.81
2015,10,6,8.1,25.11,0.26,71.81
2015,10,7,10.41,26.54,0.27,74.62
2015,10,8,12.49,24.15,0.43,79.06
2015,10,9,12.2,25.94,0.21,75.5
2015,10,10,14.51,25.79,0.33,76.62
2015,10,11,11.83,23.88,1.08,73.88
2015,10,12,14.48,24.16,1.88,83.75
2015,10,13,12.37,23.68,0.96,80.44
2015,10,14,12.37,22.58,0.81,79.44
2015,10,15,11.05,22.32,0.91,80.06
2015,10,16,11.63,22.65,0.48,80.12
2015,10,17,10.55,24.44,0.56,77.94
2015,10,18,13.39,22.69,4.81,84.5
2015,10,19,12.98,19.86,29.22,87.06
2015,10,20,11.8,20.22,8.34,84
2015,10,21,11.68,21.45,3.16,83.75
2015,10,22,10.84,22.62,1,81.19
2015,10,23,12.25,24.75,0.83,76.5
2015,10,24,13.42,25.69,2.47,79.19
2015,10,25,14.07,24.72,1.78,75.31
2015,10,26,12.56,23.87,9.4,83.44
2015,10,27,14.08,23.49,4.99,83
2015,10,28,12.58,22.26,8.54,86.19
2015,10,29,13.58,22.51,5.62,84.25
2015,10,30,13.25,23.64,6.6,84.69
2015,10,31,14.75,22.04,8.07,86.56
2015,11,1,14.52,22.19,12.22,86.56
2015,11,2,13.8,24.94,3.45,81.81
2015,11,3,15.58,24.63,2.1,81.69
2015,11,4,15.92,24.61,8.75,79.44
2015,11,5,9.94,21.12,13.98,84.94
2015,11,6,8.3,20.66,2.82,79.31
2015,11,7,8.8,21.62,0.46,75.5
2015,11,8,11.08,21.75,0.64,77.19
2015,11,9,7.42,22.17,0.42,79.19
2015,11,10,12.6,24.65,0.38,78.69
2015,11,11,12.72,26.65,0.09,74.31
2015,11,12,13.26,26.08,0.08,73
2015,11,13,11.55,27.13,0.03,64.19
2015,11,14,12.77,27.28,0.07,62.88
2015,11,15,15.4,28.04,0.07,62.81
2015,11,16,14.29,27.49,0.13,60.94
2015,11,17,14.28,25.68,0.28,76.06
2015,11,18,12.27,26.08,0.19,73.75
2015,11,19,13.81,27.25,0.19,72.56
2015,11,20,12.77,26.84,0.59,76.06
2015,11,21,15.49,26.23,5.26,83.38
2015,11,22,13.43,27.65,4.02,73.88
2015,11,23,17.53,26.61,4.99,80.88
2015,11,24,14.59,25.59,8.2,83.12
2015,11,25,13.96,23.23,5.33,83.31
2015,11,26,15.52,25.72,1.8,81.69
2015,11,27,16.44,26.07,26.88,79.5
2015,11,28,16.23,26.76,15.65,79.94
2015,11,29,16.48,25.3,14.72,80.94
2015,11,30,15.48,25.24,35.76,83.12
2015,12,1,15.03,25.89,15.1,77.94
2015,12,2,16.05,24.51,3.79,82.5
2015,12,3,16.43,25.27,0.88,81.06
2015,12,4,16.73,24.83,2.95,81.19
2015,12,5,15.82,24.3,15.14,85.25
2015,12,6,17.44,26.84,2.87,76
2015,12,7,15.98,27.23,0.84,73.94
2015,12,8,16.55,27.41,2.82,79.12
2015,12,9,17.51,25.86,7.59,85.12
2015,12,10,17.36,25.72,21.4,83.25
2015,12,11,17.65,27.31,7.03,80.38
2015,12,12,16.98,26.47,1.82,79.44
2015,12,13,16.83,27.27,0.52,77.31
2015,12,14,17.58,24.24,2.94,82.69
2015,12,15,16.73,26.87,5.17,78.19
2015,12,16,17.12,26.26,12.32,82.44
2015,12,17,17.22,25.98,36.82,79.12
2015,12,18,17.01,24.12,24.25,84.94
2015,12,19,15.4,24.82,2.69,78.69
2015,12,20,16.55,23.23,27.87,87.94
2015,12,21,15.8,23.08,23.37,86.5
2015,12,22,14.84,25.07,2.92,79.56
2015,12,23,15.98,25.6,10.77,82.94
2015,12,24,16.9,24.26,24.23,89.31
2015,12,25,16.77,23.76,25.46,87.62
2015,12,26,16.45,24.1,51.93,86.38
2015,12,27,16.08,22.87,62.8,88
2015,12,28,16.87,21.27,78.74,92.75
2015,12,29,15.35,20.62,30.23,92.31
2015,12,30,14.28,21.54,9.5,88.94
2015,12,31,13.55,24.23,38.12,88.69
2016,1,1,16.17,25.15,22.4,87
2016,1,2,17.01,25.1,5.72,84.56
2016,1,3,15.64,25.25,3.44,82.88
2016,1,4,15.58,24.95,9.87,85.38
2016,1,5,16.03,22.53,6.59,88.62
2016,1,6,14.49,21.55,12.68,87.75
2016,1,7,12.49,22.89,1.96,84.62
2016,1,8,15.45,23.74,11.08,87.44
2016,1,9,15.93,23.62,25.57,84.38
2016,1,10,15.16,25.07,38.64,81.69
2016,1,11,15.61,24.07,31.1,87.69
2016,1,12,16.51,21.76,43.84,92.19
2016,1,13,15.81,23.51,14.17,89.38
2016,1,14,15.3,22.35,7.85,90.38
2016,1,15,16.18,25.59,7.87,86.88
2016,1,16,16.58,26.68,15.91,85.44
2016,1,17,17.55,24.62,36.13,89.69
2016,1,18,16.78,22.09,35.61,89.06
2016,1,19,14.4,21.16,15.58,87.88
2016,1,20,13.93,19.18,3.74,92.75
2016,1,21,13.87,21.94,16.49,90.19
2016,1,22,14.42,23.34,23.86,86.31
2016,1,23,14.99,24.86,8.85,84.62
2016,1,24,14.96,24.37,11.68,85.44
2016,1,25,16.12,24.87,38.95,85.06
2016,1,26,17.2,24.76,30.13,87.31
2016,1,27,13.92,23.46,1.18,88.06
2016,1,28,14.24,23.44,6.47,89
2016,1,29,15.9,24.49,20.8,88.38
2016,1,30,15.75,23,10.66,88.5
2016,1,31,15.01,22.44,2.87,88.44
2016,2,1,13.87,22.54,4.5,85.56
2016,2,2,15.37,21.12,21.75,90.88
2016,2,3,15.43,22.51,7.78,90.44
2016,2,4,15.65,21.53,1,91.31
2016,2,5,15.88,22.74,3.81,90.75
2016,2,6,15.35,24.44,2.56,86.56
2016,2,7,17.26,23.27,4,92.5
2016,2,8,17.02,22.5,6.92,92.19
2016,2,9,16.4,23.39,10.16,90.75
2016,2,10,15.79,22.03,3.5,89.62
2016,2,11,14.98,24.06,0.91,85.56
2016,2,12,14.17,24.26,0.73,84.25
2016,2,13,15.5,25.97,10.11,87
2016,2,14,16.67,22.9,13.15,91.94
2016,2,15,16.42,24.61,13.72,91.06
2016,2,16,15.18,24.12,6.68,89.88
2016,2,17,16.55,23.77,1.37,87.12
2016,2,18,14.87,25.51,2.35,83.62
2016,2,19,14.8,24.9,8.64,85.44
2016,2,20,17.43,23.53,28.04,90.44
2016,2,21,17.62,23.52,19.66,90.5
2016,2,22,18.1,24.29,6.32,83.12
2016,2,23,17.08,24.46,12.44,88.5
2016,2,24,17.13,22.18,15.87,90.06
2016,2,25,14.54,20.35,27.69,85.44
2016,2,26,13.23,22.15,23.44,90.06
2016,2,27,14.96,23.78,9.29,87.88
2016,2,28,13.02,25.52,4.7,79.06
2016,2,29,16.47,23.12,39.12,88.56
2016,3,1,14.53,23.37,21.28,85.81
2016,3,2,15.61,22.69,4.16,90.25
2016,3,3,15.33,23.69,0.6,90.31
2016,3,4,16.23,24.35,2.22,90.25
2016,3,5,15.66,25.26,1.38,86.19
2016,3,6,16.62,24.99,1,88.69
2016,3,7,16.25,23.1,7.48,90.5
2016,3,8,16.53,23.71,8.07,90
2016,3,9,14.81,23.29,41.09,89.25
2016,3,10,15.8,22.9,5.56,87.94
2016,3,11,16.08,23.78,4.91,88.62
2016,3,12,16.12,24.92,4.82,83.25
2016,3,13,16.15,24.94,3.15,82.75
2016,3,14,15.88,25.17,5.14,88.25
2016,3,15,17.26,22.74,29.17,92.5
2016,3,16,17.74,25.01,5.2,88.81
2016,3,17,17.87,25.22,17.9,88.62
2016,3,18,16.45,24.94,20.98,89.38
2016,3,19,16.5,22.18,87.81,91.19
2016,3,20,15.73,23.33,29.37,90.44
2016,3,21,15.94,24.33,19.28,90.31
2016,3,22,16.93,23.45,34.43,92.56
2016,3,23,18.49,22.65,28.37,93.31
2016,3,24,17.58,23.58,21.51,90.62
2016,3,25,18.6,23.09,38.57,93.81
2016,3,26,17.15,22.36,19.34,94.81
2016,3,27,16.44,22.62,6.75,92.75
2016,3,28,16.5,21.75,6.59,92.25
2016,3,29,15.34,23.69,17.36,91.12
2016,3,30,15.37,19.55,5.8,93.62
2016,3,31,14.68,21.23,2.12,88.88
2016,4,1,14.99,22.67,3.52,91.31
2016,4,2,11.23,21.85,1.2,90.19
2016,4,3,13.49,22.58,1.01,89.62
2016,4,4,12.73,22.1,0.32,87.75
2016,4,5,13.44,23.45,0.43,87.25
2016,4,6,14.51,25.47,1.93,86.75
2016,4,7,15.13,23.67,0.98,87.88
2016,4,8,14.19,23.21,4.64,90.06
2016,4,9,13.7,21.15,2.98,91.38
2016,4,10,14.82,23.09,3.33,89.81
2016,4,11,14.85,22.02,2.8,91.06
2016,4,12,14.21,21.12,2.32,89.56
2016,4,13,14.21,21.24,3.35,89.12
2016,4,14,15.2,21.35,5.86,92.5
2016,4,15,15.68,22.88,4.93,90.56
2016,4,16,15.55,19.65,4.43,92.44
2016,4,17,15.76,22.4,4.91,90.81
2016,4,18,13.7,22.21,2.73,90.44
2016,4,19,10.73,22.88,0.22,81.94
2016,4,20,13.04,23.83,0.45,83.38
2016,4,21,13.68,23.52,3.22,87
2016,4,22,15.7,21.48,16.96,91
2016,4,23,14.27,22.12,4.28,89.31
2016,4,24,13.96,23.02,8.22,90.44
2016,4,25,14.2,22.44,4.59,86.81
2016,4,26,12.88,23.24,0.26,83.69
2016,4,27,14.02,22.66,0.03,84.88
2016,4,28,13.94,23.91,0.01,82.12
2016,4,29,13.94,23.27,0.02,84.62
2016,4,30,13.58,23.28,0.02,83.75
2016,5,1,13.78,23.04,0.51,81.56
2016,5,2,12.73,22.48,0.5,81.62
2016,5,3,13.53,21.83,1.7,87.56
2016,5,4,13.59,21.69,0.77,88.19
2016,5,5,11.6,21.91,2.05,85.12
2016,5,6,12.38,19.87,5.45,89.69
2016,5,7,12.59,20.74,4.52,90.38
2016,5,8,13.03,21.66,5.42,88.81
2016,5,9,10.03,18.15,3.33,88.62
2016,5,10,10.19,15.85,3.39,89.31
2016,5,11,10.44,17.94,6.47,90.44
2016,5,12,11.5,17.92,7.79,90.12
2016,5,13,11.73,17.73,7.02,90.44
2016,5,14,11.87,19.62,12.41,91.69
2016,5,15,12.31,19.42,4.52,90.69
2016,5,16,12.44,19.78,3.31,88.75
2016,5,17,11.79,20.77,1.78,83.81
2016,5,18,9.01,19.65,4.77,85.06
2016,5,19,7.41,14.4,7.75,88.31
2016,5,20,7.6,13.33,3.11,89.31
2016,5,21,7.69,15.06,3.75,90.25
2016,5,22,8.93,15.11,3.76,90.62
2016,5,23,8.87,14.97,5.26,90.19
2016,5,24,9.13,14.76,6.82,90.69
2016,5,25,9.69,15.69,6.01,91.12
2016,5,26,10.08,16.77,1.73,90
2016,5,27,8.49,16.77,1.69,89.62
2016,5,28,10.44,18.57,5.47,92.12
2016,5,29,11.26,18.34,8.21,91.69
2016,5,30,12.19,18.66,3.01,91.38
2016,5,31,13.04,18.82,7.27,92.06
2016,6,1,12.11,17.91,4.73,91.62
2016,6,2,12.8,18.01,15.31,91.75
2016,6,3,11.04,17.47,3.05,90.62
2016,6,4,9.61,19.47,2.29,91.19
2016,6,5,10.4,20.98,0.6,84.31
2016,6,6,11.26,19.98,1.13,85.5
2016,6,7,9.87,17.55,4.19,90.56
2016,6,8,6.97,15.73,0.59,86.81
2016,6,9,8.15,15.23,0.75,87.75
2016,6,10,8.23,15.21,8.73,91.94
2016,6,11,8.46,17.34,4.72,89.69
2016,6,12,7.12,20.07,8.37,81.44
2016,6,13,8.08,14.4,29.45,92.88
2016,6,14,7.51,13.56,14.48,93.56
2016,6,15,9.65,17.37,4.29,92
2016,6,16,10.22,18.75,3.17,91.56
2016,6,17,11.1,19.1,5.81,93.31
2016,6,18,10.85,18.41,2.52,92
2016,6,19,10.08,17.25,1.65,90.88
2016,6,20,9.11,16.77,2.4,91.75
2016,6,21,9.63,17.37,3.43,91.19
2016,6,22,9.21,16.61,1.38,89.5
2016,6,23,9.01,16.98,2.49,90.19
2016,6,24,10.12,16.4,5.14,91
2016,6,25,10.05,16.15,4.2,91.5
2016,6,26,10.1,15.75,3.35,91.62
2016,6,27,8.59,14.49,1.64,91.19
2016,6,28,7.65,16.26,0.58,89.38
2016,6,29,7.15,17.51,0.2,89.06
2016,6,30,8.42,16.59,0.9,89.25
2016,7,1,8.55,15.62,2.22,90.19
2016,7,2,6.3,14.88,1.81,91
2016,7,3,6.36,14.33,1.18,92.31
2016,7,4,8.65,16.15,2.72,90.12
2016,7,5,8.41,14.95,3.41,90.44
2016,7,6,8.47,15.04,4.23,90.88
2016,7,7,7.72,15.06,1.71,90.25
2016,7,8,6.88,16.41,0.35,86.5
2016,7,9,7.82,15.95,0.32,87.75
2016,7,10,7.57,15.84,3.22,90.19
2016,7,11,6.58,14.58,2.76,90.5
2016,7,12,7.19,14.25,2.51,89.69
2016,7,13,7.54,16.06,5.52,91.25
2016,7,14,9.44,15.31,3.93,89.75
2016,7,15,9.13,16.02,8.35,90.56
2016,7,16,9.28,15.61,5.14,90.25
2016,7,17,9.19,15.82,3.29,89.88
2016,7,18,8.87,16.57,5.47,90.25
2016,7,19,8.53,18.63,1.59,88.19
2016,7,20,8.02,18.62,1.31,85.94
2016,7,21,10.87,19.3,2.73,91
2016,7,22,12.66,19.33,2.79,91.62
2016,7,23,10.67,18.82,1.58,90.81
2016,7,24,9.58,18.64,2.39,91.5
2016,7,25,9.69,17.26,2.59,90.38
2016,7,26,8.48,17.11,3.81,90.31
2016,7,27,8.76,15.83,2,87.12
2016,7,28,8.33,16.67,1.21,86.06
2016,7,29,7.98,17.23,0.43,85
2016,7,30,7.55,20.16,0.03,74.56
2016,7,31,6.37,20.38,0,73.5
2016,8,1,8.18,19.41,0.04,84.94
2016,8,2,9.72,18.75,0.11,85
2016,8,3,9.72,17.64,0.05,86.19
2016,8,4,9.12,19.33,0.47,84.06
2016,8,5,11.19,19.95,0.51,82.38
2016,8,6,8.1,19.61,1.19,84.19
2016,8,7,8.62,19.58,1.75,83.94
2016,8,8,8.48,18.84,1.52,86.75
2016,8,9,9.15,19.66,1.08,85.94
2016,8,10,9.65,17.87,0.98,86.88
2016,8,11,9.45,20.04,0.3,78.62
2016,8,12,9.23,20.19,0.94,85.06
2016,8,13,10.84,18.47,1.8,88.94
2016,8,14,9.73,18.44,2.97,88.25
2016,8,15,10.37,18.57,1.88,86.69
2016,8,16,9.53,18.89,2.38,86.56
2016,8,17,11.25,18.55,3.43,88.38
2016,8,18,10.3,19.81,2.22,87.69
2016,8,19,10.34,18.26,0.47,87.75
2016,8,20,9.56,20.02,0.08,83.5
2016,8,21,8.65,21.41,0.02,83.12
2016,8,22,9.7,20.49,0.02,83.12
2016,8,23,8.19,20.14,0.01,83.12
2016,8,24,6.9,19.48,0.19,80.94
2016,8,25,9.39,19.53,0.57,84
2016,8,26,9.39,21.06,0.49,85.06
2016,8,27,8.55,18.12,0.98,85.81
2016,8,28,8.06,14.58,1.64,86.25
2016,8,29,7.35,14.23,2.6,86
2016,8,30,7.14,14.4,2.97,86.94
2016,8,31,7.83,14.6,3.19,86.81
2016,9,1,8.13,16.14,5.17,86.94
2016,9,2,8.37,16.41,4.67,86.94
2016,9,3,6.83,18.37,0.57,83.12
2016,9,4,8.33,17.83,0.43,83.5
2016,9,5,8.48,17.71,0.38,83.62
2016,9,6,7.7,18.69,0.76,85.31
2016,9,7,9.51,20.58,0.37,84.88
2016,9,8,8.9,22.26,0.49,81.38
2016,9,9,10.37,22.32,2.91,85
2016,9,10,10.48,21.49,1.48,84.06
2016,9,11,6.33,19.86,1.14,84.19
2016,9,12,8.57,20.43,1.38,81.12
2016,9,13,9.62,20.41,0.8,84.38
2016,9,14,11.35,20.84,0.77,85.19
2016,9,15,10.29,22.67,0.29,81.5
2016,9,16,10.38,21.73,0.39,82.94
2016,9,17,10.57,18.98,0.96,84.88
2016,9,18,8.13,16.93,1.18,83.69
2016,9,19,7.58,17.29,1.02,84.69
2016,9,20,8.16,20.05,0.69,79.69
2016,9,21,9.19,21.15,0.89,84.12
2016,9,22,10.02,21.73,0.81,82.75
2016,9,23,11.09,21.85,0.5,83
2016,9,24,9.68,22.64,0.13,80.38
2016,9,25,10.46,24.21,0.08,78.12
2016,9,26,9.51,21.55,0.17,78.69
2016,9,27,11.02,20.8,0.63,82.12
2016,9,28,7.84,20.32,0.66,82.69
2016,9,29,8.6,21.94,1.19,81.69
2016,9,30,11.03,21.35,1.06,83.56
2016,10,1,10.25,21.51,1.49,83.94
2016,10,2,11.22,22.84,0.67,82.62
2016,10,3,12.26,23.34,0.44,78.56
2016,10,4,12.02,22.49,0.49,79.31
2016,10,5,10.05,21.73,0.28,76.88
2016,10,6,9.3,22.7,0.08,68.12
2016,10,7,8.02,23.31,0.27,71.31
2016,10,8,11.69,23.57,0.37,82.56
2016,10,9,12.82,22.93,0.23,81.62
2016,10,10,11.62,24.42,0.09,81.81
2016,10,11,12.69,22.83,0.2,81.62
2016,10,12,10.28,23.65,0.09,76.12
2016,10,13,11.36,25.7,0.77,78.06
2016,10,14,12.14,25.2,7.66,78.94
2016,10,15,14.08,23.09,20.41,85.81
2016,10,16,13.28,23.47,8.86,82
2016,10,17,13.04,24.75,0.85,77.75
2016,10,18,12.07,25.21,0.32,75.44
2016,10,19,11.83,22.33,0.19,76.38
2016,10,20,8.31,23.11,0.06,76.44
2016,10,21,9.94,22.9,0.1,76.62
2016,10,22,10.79,21.74,0.34,82.62
2016,10,23,11.03,22.79,0.19,79.69
2016,10,24,11.27,22.91,0.36,79.75
2016,10,25,12.39,23.94,0.18,79.38
2016,10,26,12.67,25.36,0.59,78.94
2016,10,27,13.01,20.46,4.01,88.69
2016,10,28,12.8,24.53,13.1,72.88
2016,10,29,14.44,25.69,1.14,67.12
2016,10,30,13.55,26.87,1.09,72.19
2016,10,31,12.38,26.69,5.11,71.12
2016,11,1,15.37,26.64,4.5,75.69
2016,11,2,13.99,25.08,2.28,78.56
2016,11,3,14.98,21.2,4.7,87.56
2016,11,4,12.76,21.77,2.83,82.5
2016,11,5,12.33,22.74,4.55,83.81
2016,11,6,13.94,23.27,2.44,81.56
2016,11,7,12.62,23.71,0.27,78.06
2016,11,8,11.61,24.04,0.07,76.44
2016,11,9,11.85,25.44,0.07,75.81
2016,11,10,12.9,27.17,0.37,72.19
2016,11,11,14.52,25.75,0.89,77.44
2016,11,12,14.55,25,2.02,78.12
2016,11,13,14.01,26.3,1.6,76.19
2016,11,14,14.27,25.28,2.69,75.44
2016,11,15,15.44,24.96,48.17,83.31
2016,11,16,14.23,24.08,17.99,80.94
2016,11,17,15,23.5,2.18,84.88
2016,11,18,14.63,25.88,28.83,82.44
2016,11,19,15.53,24.33,6.1,79.62
2016,11,20,15.94,24.42,9.55,85.12
2016,11,21,15.36,25.09,2.93,77.31
2016,11,22,15.89,25.73,3.52,82.38
2016,11,23,14.48,22.95,1.74,78.25
2016,11,24,14.59,23.5,0.33,81.94
2016,11,25,12.9,24.97,0.26,77.56
2016,11,26,14.55,25.21,0.32,80
2016,11,27,15.56,26.35,13.27,79.75
2016,11,28,15.71,25.03,38.47,83.25
2016,11,29,12.6,21.68,6.66,81.56
2016,11,30,14.19,25.12,20.19,81.75
2016,12,1,15.29,25.82,15.45,82.25
2016,12,2,15.84,24.25,7.08,83.94
2016,12,3,14.87,25.58,2.13,77.44
2016,12,4,14.94,24.93,2.53,82.12
2016,12,5,13.97,25.45,1.4,81.31
2016,12,6,15.09,25.05,5.14,82.69
2016,12,7,13.74,23.49,2.55,83.56
2016,12,8,14.09,24.56,1.43,80.5
2016,12,9,11.79,24.23,1.86,80.25
2016,12,10,14.33,25.24,1.54,80
2016,12,11,16.17,25.83,2.75,78.31
2016,12,12,15.69,26.06,0.7,80
2016,12,13,15.5,25.53,0.47,79.81
2016,12,14,14.98,25.48,0.17,78.62
2016,12,15,12.92,24.83,0.66,78.5
2016,12,16,13.94,25.01,2.35,80.5
2016,12,17,15.3,23.95,10.18,85
2016,12,18,16.47,26.03,13.54,80.5
2016,12,19,14.43,23.76,6.65,83.62
2016,12,20,14.46,25.04,9.37,87.31
2016,12,21,15.42,24.49,4.93,82.88
2016,12,22,15.06,25.47,3.32,81.25
2016,12,23,14.87,26.42,0.24,78.56
2016,12,24,14.82,26.15,0.44,77.5
2016,12,25,15.94,26.89,0.45,80.38
2016,12,26,15.46,25.44,1.1,80.56
2016,12,27,14.64,24.54,1.99,81.19
2016,12,28,13.78,24.78,1.38,77.81
2016,12,29,13.78,25.36,1.48,78.19
2016,12,30,14.07,27.91,0.57,75.81
2016,12,31,15.92,26.44,1.18,80.81
2017,1,1,16.62,23.85,21.3,83.06
2017,1,2,16.93,23.48,24.97,85.5
2017,1,3,14.97,24.17,21.58,82.19
2017,1,4,15.75,22.56,31.05,88.44
2017,1,5,14.78,22.7,11.26,84.38
2017,1,6,15.01,22.23,5.37,84.81
2017,1,7,14.28,23.83,7.89,85.38
2017,1,8,12.66,25.14,0.96,71.81
2017,1,9,13.93,25.01,19.91,82.44
2017,1,10,14.88,24.76,8,81.19
2017,1,11,13.73,24.26,2.27,82.38
2017,1,12,13.01,25.58,5.22,84.81
2017,1,13,14.8,23.4,2.51,85.69
2017,1,14,14.16,24.28,14.89,84.31
2017,1,15,15.06,24.08,3.91,81.5
2017,1,16,14.2,23.94,5.21,83.62
2017,1,17,14.82,24.21,4.01,83.94
2017,1,18,14.58,24.3,7.15,83
2017,1,19,15.25,22.66,1.79,82.75
2017,1,20,12.26,24.49,1.92,80.75
2017,1,21,13.71,24.87,15.84,82.5
2017,1,22,14.63,24.51,1.35,81.75
2017,1,23,13.39,24.12,5.17,82.62
2017,1,24,12.62,24.48,2.49,79.38
2017,1,25,13.36,24.29,9.53,83.12
2017,1,26,14.78,25.89,8.18,78.62
2017,1,27,15.95,24.91,18.66,81.94
2017,1,28,16.48,26.52,40.14,83.5
2017,1,29,17.3,26.16,25.97,81.88
2017,1,30,16.71,25.73,12.04,82.94
2017,1,31,15.83,26.8,14.73,80.06
2017,2,1,17.17,23.98,48.14,86.5
2017,2,2,16.41,22.38,19.7,92.25
2017,2,3,16,25.66,16.4,85.69
2017,2,4,15.29,26.28,3.12,82.31
2017,2,5,16.42,25.15,11.27,86.44
2017,2,6,13.12,25.04,0.8,79.62
2017,2,7,14.58,24.97,0.52,82.94
2017,2,8,15.58,24.8,6.46,85.31
2017,2,9,16.9,25.26,5.16,84.94
2017,2,10,16.8,25.87,22.59,84.38
2017,2,11,17.65,22.48,46.77,90.62
2017,2,12,16.31,24.37,13.41,87.69
2017,2,13,16.45,24.08,21.17,86.12
2017,2,14,16.36,24.65,9.64,83.75
2017,2,15,15.19,23.17,7.07,89.62
2017,2,16,14.58,23.67,1.1,83.62
2017,2,17,13.81,24.86,15.37,84.75
2017,2,18,16.87,21.26,86.9,90.19
2017,2,19,14.83,22.45,28.29,87.06
2017,2,20,15.99,22.01,2.13,87.94
2017,2,21,15.62,21.37,5.44,87.19
2017,2,22,14.62,22.86,14.48,87.81
2017,2,23,16.22,23.97,4.72,87.12
2017,2,24,16.1,23.7,7.66,88.38
2017,2,25,16.58,25.23,0.77,86.31
